Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-06-04,2018,6,4,Monday,22,2018-22,56.8,57.44,56.62,57.12,3642300,57.12,0.004395990938903305,56.722142857142856,59.34660000000001
2018-06-05,2018,6,5,Tuesday,22,2018-22,56.91,57.59,56.88,57.16,1787300,57.16,0.0007002961532798224,56.778571428571425,59.295
2018-06-06,2018,6,6,Wednesday,22,2018-22,57.34,57.63,56.9,57.6,2853500,57.6,0.007697666687955795,56.855000000000004,59.2192
2018-06-07,2018,6,7,Thursday,22,2018-22,57.5,58.2,57.5,57.82,3849600,57.82,0.003819465738388317,56.93642857142857,59.168800000000005
2018-06-08,2018,6,8,Friday,22,2018-22,57.33,57.97,56.98,57.8,2491500,57.8,-0.00034590899116626606,56.99857142857143,59.1074
2018-06-11,2018,6,11,Monday,23,2018-23,57.6,58.18,57.41,57.99,2509400,57.99,0.003287239514086826,57.055714285714295,59.046400000000006
2018-06-12,2018,6,12,Tuesday,23,2018-23,57.91,58.23,57.76,58.09,1968600,58.09,0.0017244088847514494,57.12071428571428,59.0158
2018-06-13,2018,6,13,Wednesday,23,2018-23,59.0,59.09,58.38,58.68,6181700,58.68,0.010156656068825987,57.239285714285714,58.997600000000006
2018-06-14,2018,6,14,Thursday,23,2018-23,58.81,59.7,58.6,59.53,3081300,59.53,0.014485318161222338,57.42142857142857,58.993199999999995
2018-06-15,2018,6,15,Friday,23,2018-23,59.63,60.08,59.37,60.01,3696200,60.01,0.008063153906921583,57.66571428571428,58.9972
2018-06-18,2018,6,18,Monday,24,2018-24,59.65,60.47,59.23,60.36,4088300,60.36,0.005832399576868097,57.932857142857145,59.0114
2018-06-19,2018,6,19,Tuesday,24,2018-24,59.79,60.88,59.43,60.54,3649800,60.54,0.0029821123816375916,58.23357142857143,59.0274
2018-06-20,2018,6,20,Wednesday,24,2018-24,60.65,60.73,60.07,60.34,4565900,60.34,-0.003303613477286138,58.565,58.971599999999995
2018-06-21,2018,6,21,Thursday,24,2018-24,60.24,60.7,59.46,60.0,3008400,60.0,-0.005634739007757683,58.78857142857142,58.913199999999996
2018-06-22,2018,6,22,Friday,24,2018-24,60.33,61.16,60.07,60.79,3424400,60.79,0.01316668192545567,59.05071428571428,58.86860000000001
2018-06-25,2018,6,25,Monday,25,2018-25,60.53,60.9,59.47,59.73,4397300,59.73,-0.01743710079498062,59.23428571428571,58.8242
2018-06-26,2018,6,26,Tuesday,25,2018-25,59.71,59.76,58.82,59.7,3546400,59.7,-0.0005022397375988863,59.38428571428572,58.7632
2018-06-27,2018,6,27,Wednesday,25,2018-25,59.58,60.47,59.18,59.34,2475600,59.34,-0.0060301609003503565,59.49285714285715,58.6896
2018-06-28,2018,6,28,Thursday,25,2018-25,59.94,60.2,58.68,59.86,4024500,59.86,0.00876306802201765,59.63999999999999,58.62879999999999
2018-06-29,2018,6,29,Friday,25,2018-25,59.88,60.04,59.47,59.75,2433800,59.75,-0.0018376312935175498,59.76571428571428,58.55879999999999
2018-07-02,2018,7,2,Monday,26,2018-26,59.46,59.96,59.04,59.91,2217800,59.91,0.002677821714010209,59.89571428571429,58.495200000000004
2018-07-03,2018,7,3,Tuesday,26,2018-26,59.68,59.86,58.91,59.14,3121600,59.14,-0.012852619925301734,59.92857142857143,58.4322
2018-07-05,2018,7,5,Thursday,26,2018-26,59.45,60.12,59.21,60.06,3348200,60.06,0.01555634076999346,59.96642857142857,58.381800000000005
2018-07-06,2018,7,6,Friday,26,2018-26,60.07,61.37,59.9,61.14,2928200,61.14,0.017981984543172125,60.04714285714285,58.32599999999999
2018-07-09,2018,7,9,Monday,27,2018-27,61.0,61.61,60.65,61.34,2788700,61.34,0.003271193407524242,60.11714285714286,58.2708
2018-07-10,2018,7,10,Tuesday,27,2018-27,61.42,61.51,60.98,61.18,1502200,61.18,-0.0026084096350521557,60.16285714285715,58.20399999999999
2018-07-11,2018,7,11,Wednesday,27,2018-27,60.29,60.96,59.81,60.18,2473600,60.18,-0.01634521077168749,60.151428571428575,58.197399999999995
2018-07-12,2018,7,12,Thursday,27,2018-27,60.28,61.62,60.01,61.58,3631300,61.58,0.0232635679424964,60.26428571428572,58.2404
2018-07-13,2018,7,13,Friday,27,2018-27,61.24,61.81,60.97,61.68,3079300,61.68,0.0016238790377993695,60.32785714285715,58.3346
2018-07-16,2018,7,16,Monday,28,2018-28,61.51,62.09,61.51,61.63,1695100,61.63,-0.0008106231649345208,60.46357142857143,58.4488
2018-07-17,2018,7,17,Tuesday,28,2018-28,61.44,61.99,61.1,61.21,1779700,61.21,-0.00681489495965415,60.57142857142857,58.5278
2018-07-18,2018,7,18,Wednesday,28,2018-28,61.42,61.49,60.49,60.52,1916800,60.52,-0.011272645597604991,60.65571428571429,58.6074
2018-07-19,2018,7,19,Thursday,28,2018-28,60.26,60.38,59.23,59.41,2738600,59.41,-0.018341054229274567,60.62357142857143,58.684
2018-07-20,2018,7,20,Friday,28,2018-28,59.41,59.61,59.07,59.25,2102600,59.25,-0.002693146739994101,60.587857142857146,58.742599999999996
2018-07-23,2018,7,23,Monday,29,2018-29,59.13,59.23,58.32,58.36,2462100,58.36,-0.01502108674512126,60.47714285714285,58.7728
2018-07-24,2018,7,24,Tuesday,29,2018-29,58.48,59.1,57.89,58.78,2519700,58.78,0.007196678624962427,60.451428571428565,58.820600000000006
2018-07-25,2018,7,25,Wednesday,29,2018-29,58.78,59.32,58.51,58.83,2194900,58.83,0.0008506814017734676,60.36357142857143,58.868
2018-07-26,2018,7,26,Thursday,29,2018-29,59.1,59.8,58.89,59.37,2548000,59.37,0.009178940744907882,60.237142857142864,58.928000000000004
2018-07-27,2018,7,27,Friday,29,2018-29,59.47,60.67,59.29,59.61,2325100,59.61,0.004042474023658871,60.11357142857143,58.9896
2018-07-30,2018,7,30,Monday,30,2018-30,59.5,60.74,59.5,59.82,2324200,59.82,0.0035228834477849524,60.01642857142856,59.0524
2018-07-31,2018,7,31,Tuesday,30,2018-30,59.87,60.2,59.48,60.0,2495700,60.0,0.003009032198162176,60.003571428571426,59.1138
2018-08-01,2018,8,1,Wednesday,30,2018-30,59.95,60.17,59.14,59.36,4099300,59.36,-0.01066665649414067,59.84499999999999,59.1572
2018-08-02,2018,8,2,Thursday,30,2018-30,61.11,62.24,60.0,62.18,6327000,62.18,0.04750673291489904,59.88071428571429,59.25719999999999
2018-08-03,2018,8,3,Friday,30,2018-30,61.11,62.26,61.11,61.55,2603300,61.55,-0.010131892329096615,59.875,59.3478
2018-08-06,2018,8,6,Monday,31,2018-31,61.59,66.4,61.58,66.3,14881000,66.3,0.07717309299066888,60.238571428571426,59.5342
2018-08-07,2018,8,7,Tuesday,31,2018-31,66.31,66.34,65.13,65.33,4777600,65.33,-0.014630485310021535,60.582142857142856,59.709
2018-08-08,2018,8,8,Wednesday,31,2018-31,65.31,65.65,64.46,65.5,3106500,65.5,0.0026021454795750465,61.01714285714286,59.8866
2018-08-09,2018,8,9,Thursday,31,2018-31,65.52,65.74,64.84,64.97,2317500,64.97,-0.008091584416746178,61.425714285714285,60.0594
2018-08-10,2018,8,10,Friday,31,2018-31,64.64,65.2,64.06,64.98,2241600,64.98,0.0001539500699174745,61.89857142857143,60.245
2018-08-13,2018,8,13,Monday,32,2018-32,64.94,65.8,64.53,65.7,3222200,65.7,0.01108023321195728,62.392857142857146,60.421600000000005
2018-08-14,2018,8,14,Tuesday,32,2018-32,65.78,66.44,65.66,65.96,3311900,65.96,0.003957414738318787,62.902142857142856,60.5984
2018-08-15,2018,8,15,Wednesday,32,2018-32,65.52,65.9,65.04,65.41,2408500,65.41,-0.008338317616695567,63.333571428571425,60.763400000000004
2018-08-16,2018,8,16,Thursday,32,2018-32,65.68,66.21,65.55,65.98,2549400,65.98,0.00871425872055731,63.78857142857142,60.931000000000004
2018-08-17,2018,8,17,Friday,32,2018-32,65.87,66.06,65.55,65.9,3088400,65.9,-0.0012125163228909885,64.22285714285714,61.092600000000004
2018-08-20,2018,8,20,Monday,33,2018-33,65.74,66.24,65.5,65.84,2621400,65.84,-0.0009105491137919586,64.64,61.2534
2018-08-21,2018,8,21,Tuesday,33,2018-33,65.77,66.64,65.77,66.51,1973900,66.51,0.010176273323305951,65.15071428571429,61.4238
2018-08-22,2018,8,22,Wednesday,33,2018-33,66.28,66.41,65.52,65.81,1750200,65.81,-0.010524801611085821,65.41,61.578199999999995
2018-08-23,2018,8,23,Thursday,33,2018-33,65.5,65.9,65.18,65.21,1564500,65.21,-0.009117132599600675,65.67142857142856,61.708800000000004
2018-08-24,2018,8,24,Friday,33,2018-33,65.45,65.93,65.17,65.41,1945600,65.41,0.0030670845030627003,65.60785714285714,61.82639999999999
2018-08-27,2018,8,27,Monday,34,2018-34,65.2,65.94,65.2,65.8,1629300,65.8,0.0059623814067197856,65.64142857142858,61.9422
2018-08-28,2018,8,28,Tuesday,34,2018-34,65.85,66.09,65.41,65.59,1697800,65.59,-0.0031915912481340625,65.64785714285715,62.04679999999999
2018-08-29,2018,8,29,Wednesday,34,2018-34,65.74,66.49,65.51,65.98,2411700,65.98,0.005946135703893463,65.72,62.15559999999999
2018-08-30,2018,8,30,Thursday,34,2018-34,65.57,66.36,65.33,66.01,1965700,66.01,0.00045466471310384726,65.79357142857143,62.269
2018-08-31,2018,8,31,Friday,34,2018-34,66.13,66.38,65.7,66.04,2375200,66.04,0.0004544580870482484,65.81785714285715,62.389799999999994
2018-09-04,2018,9,4,Tuesday,35,2018-35,65.74,66.3,65.53,65.77,2103900,65.77,-0.004088495892153321,65.80428571428571,62.489399999999996
2018-09-05,2018,9,5,Wednesday,35,2018-35,65.63,66.03,65.43,65.71,3141100,65.71,-0.0009122329581277011,65.82571428571428,62.608999999999995
2018-09-06,2018,9,6,Thursday,35,2018-35,65.5,65.96,65.37,65.52,2277400,65.52,-0.002891530117996144,65.79285714285714,62.7254
2018-09-07,2018,9,7,Friday,35,2018-35,65.33,65.64,64.07,64.39,2843100,64.39,-0.017246601210526014,65.685,62.82639999999999
2018-09-10,2018,9,10,Monday,36,2018-36,64.98,65.8,64.59,65.56,2171600,65.56,0.018170495108490448,65.665,62.9404
2018-09-11,2018,9,11,Tuesday,36,2018-36,65.56,66.02,65.24,65.91,1375400,65.91,0.005338714407406853,65.62214285714286,63.06360000000001
2018-09-12,2018,9,12,Wednesday,36,2018-36,66.0,68.32,65.62,67.92,5019900,67.92,0.030496046050008774,65.77285714285713,63.223800000000004
2018-09-13,2018,9,13,Thursday,36,2018-36,68.0,68.71,67.37,68.48,3797300,68.48,0.008245070716805802,66.00642857142857,63.4106
2018-09-14,2018,9,14,Friday,36,2018-36,68.58,68.65,67.9,68.25,3161700,68.25,-0.0033586937158102126,66.20928571428571,63.574400000000004
2018-09-17,2018,9,17,Monday,37,2018-37,68.03,68.18,67.32,67.42,2757300,67.42,-0.012161198989812272,66.325,63.7
2018-09-18,2018,9,18,Tuesday,37,2018-37,67.43,68.58,67.08,68.49,4113100,68.49,0.015870657429312596,66.53214285714286,63.843
2018-09-19,2018,9,19,Wednesday,37,2018-37,68.61,68.87,67.72,68.35,2847100,68.35,-0.0020440851805384463,66.70142857142856,63.9864
2018-09-20,2018,9,20,Thursday,37,2018-37,68.78,69.15,68.34,69.13,1875200,69.13,0.01141183316327643,66.92428571428572,64.1654
2018-09-21,2018,9,21,Friday,37,2018-37,69.34,69.77,68.89,69.07,4046100,69.07,-0.0008678947053014641,67.14071428571428,64.31519999999999
2018-09-24,2018,9,24,Monday,38,2018-38,68.7,69.34,68.5,68.92,2749300,68.92,-0.002171731960933343,67.36571428571429,64.46
2018-09-25,2018,9,25,Tuesday,38,2018-38,69.51,69.55,68.56,69.45,2610800,69.45,0.007690057942219886,67.63285714285715,64.6164
2018-09-26,2018,9,26,Wednesday,38,2018-38,69.47,69.49,68.69,68.79,2577700,68.79,-0.009503183034071383,67.86642857142857,64.768
2018-09-27,2018,9,27,Thursday,38,2018-38,69.08,70.63,68.87,70.49,3661000,70.49,0.024712849623737432,68.30214285714285,64.9674
2018-09-28,2018,9,28,Friday,38,2018-38,70.45,70.88,69.98,70.18,3703800,70.18,-0.004397752418617729,68.63214285714285,65.1828
2018-10-01,2018,10,1,Monday,39,2018-39,70.71,70.94,69.97,70.25,2684400,70.25,0.0009974308139046872,68.94214285714285,65.40280000000001
2018-10-02,2018,10,2,Tuesday,39,2018-39,70.16,70.58,69.57,69.72,2272300,69.72,-0.007544466609208156,69.07071428571429,65.63
2018-10-03,2018,10,3,Wednesday,39,2018-39,69.82,69.98,68.75,68.98,5562000,68.98,-0.010613853281887131,69.10642857142857,65.834
2018-10-04,2018,10,4,Thursday,39,2018-39,68.53,68.99,68.26,68.95,2890600,68.95,-0.0004350015545250274,69.15642857142858,66.0364
2018-10-05,2018,10,5,Friday,39,2018-39,68.95,69.73,68.12,68.59,2933600,68.59,-0.005221183847503252,69.24,66.2208
2018-10-08,2018,10,8,Monday,40,2018-40,68.59,69.24,68.03,68.82,3656400,68.82,0.0033533076135554563,69.26357142857144,66.405
2018-10-09,2018,10,9,Tuesday,40,2018-40,68.77,69.35,68.24,68.46,3237200,68.46,-0.005231046381109383,69.27142857142857,66.57780000000001
2018-10-10,2018,10,10,Wednesday,40,2018-40,68.54,69.05,66.55,66.63,6295500,66.63,-0.02673096487770399,69.09285714285714,66.71039999999999
2018-10-11,2018,10,11,Thursday,40,2018-40,66.75,67.71,66.01,66.21,5098300,66.21,-0.006303439685700574,68.88857142857142,66.8474
2018-10-12,2018,10,12,Friday,40,2018-40,67.27,68.6,66.84,68.38,3870600,68.38,0.03277447815966239,68.85,66.9714
2018-10-15,2018,10,15,Monday,41,2018-41,68.12,68.66,67.58,67.62,3014000,67.62,-0.011114281037762797,68.7192857142857,67.0928
2018-10-16,2018,10,16,Tuesday,41,2018-41,67.68,69.13,67.56,68.94,2422300,68.94,0.01952084651299346,68.73,67.1456
2018-10-17,2018,10,17,Wednesday,41,2018-41,68.96,69.66,68.58,69.08,2662700,69.08,0.002030742452720835,68.62928571428571,67.22059999999999
2018-10-18,2018,10,18,Thursday,41,2018-41,69.23,69.69,68.33,68.77,2954400,68.77,-0.0044876256481064525,68.52857142857142,67.286
2018-10-19,2018,10,19,Friday,41,2018-41,69.53,70.14,69.21,69.75,4744300,69.75,0.014250449393215181,68.49285714285715,67.38159999999999
2018-10-22,2018,10,22,Monday,42,2018-42,69.85,70.21,69.42,69.51,2647300,69.51,-0.0034408295880936635,68.47785714285715,67.4722
2018-10-23,2018,10,23,Tuesday,42,2018-42,69.08,69.77,67.79,69.28,3113000,69.28,-0.003308924613220632,68.49928571428572,67.54379999999999
2018-10-24,2018,10,24,Wednesday,42,2018-42,69.05,69.37,65.59,65.71,5758800,65.71,-0.051530019597677224,68.26785714285714,67.5388
2018-10-25,2018,10,25,Thursday,42,2018-42,66.34,67.0,65.1,66.32,6795200,66.32,0.00928322354056621,68.10571428571428,67.557
2018-10-26,2018,10,26,Friday,42,2018-42,64.55,65.56,64.28,65.11,7111300,65.11,-0.01824485962063549,67.84071428571428,67.53960000000001
2018-10-29,2018,10,29,Monday,43,2018-43,66.14,66.66,63.48,64.91,4654800,64.91,-0.0030716778738655304,67.58714285714285,67.51979999999999
2018-10-30,2018,10,30,Tuesday,43,2018-43,64.53,65.49,63.61,63.92,6077300,63.92,-0.015251970995373232,67.39357142857142,67.48140000000001
2018-10-31,2018,10,31,Wednesday,43,2018-43,67.37,69.6,67.25,68.55,9212400,68.55,0.07243437133047248,67.56071428571428,67.5222
2018-11-01,2018,11,1,Thursday,43,2018-43,68.96,69.6,68.61,68.88,4194700,68.88,0.004813919576502457,67.59642857142858,67.58359999999999
2018-11-02,2018,11,2,Friday,43,2018-43,69.39,69.45,67.55,68.51,2606400,68.51,-0.005371590184974018,67.66,67.6496
2018-11-05,2018,11,5,Monday,44,2018-44,68.96,69.67,68.57,68.89,2743100,68.89,0.005546595264474652,67.65642857142856,67.7192
2018-11-06,2018,11,6,Tuesday,44,2018-44,68.85,69.28,68.27,68.77,3891400,68.77,-0.001741947273119937,67.63428571428571,67.7786
2018-11-07,2018,11,7,Wednesday,44,2018-44,69.24,70.78,69.05,70.34,3639600,70.34,0.022829718939393118,67.74642857142858,67.87360000000001
2018-11-08,2018,11,8,Thursday,44,2018-44,70.07,70.75,69.52,69.75,2763700,69.75,-0.008387778911111532,67.74642857142858,67.94900000000001
2018-11-09,2018,11,9,Friday,44,2018-44,69.42,69.7,67.98,68.68,2263600,68.68,-0.01534049741683463,67.68714285714286,68.0024
2018-11-12,2018,11,12,Monday,45,2018-45,68.69,69.16,67.78,67.89,2471500,67.89,-0.01150263412954311,67.58785714285715,68.0394
2018-11-13,2018,11,13,Tuesday,45,2018-45,68.54,69.41,68.26,68.41,4005100,68.41,0.007659512109823741,67.7807142857143,68.0922
2018-11-14,2018,11,14,Wednesday,45,2018-45,68.66,69.22,67.55,68.12,3665500,68.12,-0.004239159479653254,67.90928571428572,68.1404
2018-11-15,2018,11,15,Thursday,45,2018-45,67.86,68.36,67.55,68.08,2826800,68.08,-0.0005872124767251075,68.12142857142857,68.1916
2018-11-16,2018,11,16,Friday,45,2018-45,67.23,69.7,67.0,69.14,5257200,69.14,0.01556988146422511,68.42357142857144,68.28659999999999
2018-11-19,2018,11,19,Monday,46,2018-46,68.53,69.6,67.92,68.0,3387500,68.0,-0.016488275957652343,68.715,68.33539999999999
2018-11-20,2018,11,20,Tuesday,46,2018-46,67.74,67.78,66.21,66.57,5081100,66.57,-0.02102941625258503,68.57357142857143,68.34859999999999
2018-11-21,2018,11,21,Wednesday,46,2018-46,66.79,67.51,66.63,66.78,3274200,66.78,0.0031545603941016687,68.42357142857142,68.3258
2018-11-23,2018,11,23,Friday,46,2018-46,66.39,67.46,66.08,67.07,1215200,67.07,0.004342631339149472,68.32071428571429,68.29759999999999
2018-11-26,2018,11,26,Monday,47,2018-47,67.76,67.89,67.18,67.49,3285100,67.49,0.0062620869368772425,68.2207142857143,68.2824
2018-11-27,2018,11,27,Tuesday,47,2018-47,67.24,68.12,66.94,67.49,2393800,67.49,0.0,68.12928571428571,68.2838
2018-11-28,2018,11,28,Wednesday,47,2018-47,67.75,68.98,67.51,68.92,3272000,68.92,0.021188329388634353,68.02785714285714,68.2924
2018-11-29,2018,11,29,Thursday,47,2018-47,68.4,68.94,68.08,68.68,2814600,68.68,-0.0034822674136063547,67.95142857142856,68.29899999999999
2018-11-30,2018,11,30,Friday,47,2018-47,68.88,69.21,68.08,68.45,3470700,68.45,-0.003348913161205447,67.935,68.2854
2018-12-03,2018,12,3,Monday,48,2018-48,68.5,69.02,66.97,67.8,3641200,67.8,-0.009495893724814408,67.92857142857143,68.26
2018-12-04,2018,12,4,Tuesday,48,2018-48,67.46,68.54,65.47,66.57,5329700,66.57,-0.018141641616072235,67.79714285714286,68.21300000000001
2018-12-06,2018,12,6,Thursday,48,2018-48,65.68,67.55,65.02,67.3,4899100,67.3,0.010965951033200083,67.73857142857142,68.17
2018-12-07,2018,12,7,Friday,48,2018-48,66.68,68.47,65.37,65.69,3340800,65.69,-0.02392274201107203,67.56785714285715,68.10799999999999
2018-12-10,2018,12,10,Monday,49,2018-49,65.67,65.96,64.34,65.73,3012500,65.73,0.0006089346025375253,67.32428571428571,68.0128
2018-12-11,2018,12,11,Tuesday,49,2018-49,66.62,67.34,65.44,65.53,2475300,65.53,-0.003042820134218416,67.14785714285713,67.9198
2018-12-12,2018,12,12,Wednesday,49,2018-49,66.77,67.08,66.06,66.1,3279600,66.1,0.00869830162432872,67.11428571428571,67.8368
2018-12-13,2018,12,13,Thursday,49,2018-49,66.21,66.85,65.47,66.36,3209600,66.36,0.0039334665995833795,67.08428571428571,67.7696
2018-12-14,2018,12,14,Friday,49,2018-49,65.83,66.69,65.39,65.65,2872700,65.65,-0.010699202500638605,66.98285714285714,67.703
2018-12-17,2018,12,17,Monday,50,2018-50,65.73,65.94,64.28,64.81,3999300,64.81,-0.012795185799866715,66.79142857142857,67.62020000000001
2018-12-18,2018,12,18,Tuesday,50,2018-50,64.81,65.63,63.95,64.78,4068400,64.78,-0.00046287271141698394,66.59785714285714,67.544
2018-12-19,2018,12,19,Wednesday,50,2018-50,64.64,66.57,64.48,64.87,4204100,64.87,0.0013893789592647199,66.30857142857143,67.465
2018-12-20,2018,12,20,Thursday,50,2018-50,64.62,65.31,63.41,64.26,5126900,64.26,-0.009403431239775939,65.99285714285715,67.381
2018-12-21,2018,12,21,Friday,50,2018-50,64.58,65.37,61.7,61.93,7669100,61.93,-0.03625897531274758,65.52714285714286,67.287
2018-12-24,2018,12,24,Monday,51,2018-51,61.51,61.72,59.96,60.8,2581800,60.8,-0.018246424391197613,65.02714285714286,67.1788
2018-12-26,2018,12,26,Wednesday,51,2018-51,60.92,63.03,59.96,63.01,5088100,63.01,0.036348669608626594,64.77285714285713,67.0714
2018-12-27,2018,12,27,Thursday,51,2018-51,62.35,62.66,60.89,62.65,4353500,62.65,-0.00571332812639147,64.4407142857143,66.972
2018-12-28,2018,12,28,Friday,51,2018-51,62.7,63.75,62.61,63.24,4098300,63.24,0.009417400450408175,64.26571428571428,66.858
2018-12-31,2018,12,31,Monday,52,2018-52,63.32,63.65,62.41,63.61,3112500,63.61,0.0058507103425766704,64.11428571428571,66.74860000000001
2019-01-02,2019,1,2,Wednesday,00,2019-00,62.87,65.33,62.55,65.26,4418600,65.26,0.02593934145648147,64.095,66.6784
2019-01-03,2019,1,3,Thursday,00,2019-00,64.55,66.24,64.11,65.02,3390700,65.02,-0.00367768135623181,64.01785714285714,66.5838
2019-01-04,2019,1,4,Friday,00,2019-00,65.88,67.56,65.55,67.49,5490200,67.49,0.03798833202441454,64.09857142857143,66.5434
2019-01-07,2019,1,7,Monday,01,2019-01,67.37,68.61,67.01,68.44,4786900,68.44,0.014076227703464061,64.29785714285714,66.5266
2019-01-08,2019,1,8,Tuesday,01,2019-01,68.67,68.68,67.37,67.77,6052700,67.77,-0.009789681099346192,64.50928571428571,66.5678
2019-01-09,2019,1,9,Wednesday,01,2019-01,68.65,68.67,67.12,67.72,4498600,67.72,-0.00073772207229994,64.7192857142857,66.5958
2019-01-10,2019,1,10,Thursday,01,2019-01,67.44,68.86,67.22,67.96,3230800,67.96,0.003543973116411525,64.94000000000001,66.6528
2019-01-11,2019,1,11,Friday,01,2019-01,67.83,69.06,67.4,69.0,4177300,69.0,0.01530313315976728,65.27857142857142,66.7346
2019-01-14,2019,1,14,Monday,02,2019-02,68.41,68.52,67.42,67.91,2691000,67.91,-0.01579704837522644,65.70571428571428,66.81439999999999
2019-01-15,2019,1,15,Tuesday,02,2019-02,67.81,68.56,66.7,67.14,5366700,67.14,-0.011338598600173055,66.15857142857143,66.78620000000001
2019-01-16,2019,1,16,Wednesday,02,2019-02,67.51,67.61,66.38,66.69,3261000,66.69,-0.006702367475915794,66.42142857142858,66.7424
2019-01-17,2019,1,17,Thursday,02,2019-02,66.72,66.75,65.64,66.25,3357400,66.25,-0.006597727174966539,66.67857142857143,66.6972
2019-01-18,2019,1,18,Friday,02,2019-02,67.11,68.05,66.37,66.96,4766500,66.96,0.0107169673127947,66.94428571428571,66.65859999999999
2019-01-22,2019,1,22,Tuesday,03,2019-03,66.75,67.19,66.2,66.83,2971200,66.83,-0.0019414165949132034,67.17428571428572,66.6198
2019-01-23,2019,1,23,Wednesday,03,2019-03,66.8,67.85,66.57,67.8,1979500,67.8,0.014514457491042299,67.35571428571428,66.569
2019-01-24,2019,1,24,Thursday,03,2019-03,67.72,68.66,67.22,68.66,2849800,68.66,0.012684374213007832,67.61571428571428,66.54719999999999
2019-01-25,2019,1,25,Friday,03,2019-03,68.93,69.27,68.2,68.48,4940400,68.48,-0.002621618053817776,67.68642857142856,66.5432
2019-01-28,2019,1,28,Monday,04,2019-04,67.87,68.49,67.06,67.62,2958100,67.62,-0.012558419512175512,67.62785714285714,66.5378
2019-01-29,2019,1,29,Tuesday,04,2019-04,67.66,67.94,66.63,67.78,2340100,67.78,0.002366105090448656,67.62857142857142,66.5252
2019-01-30,2019,1,30,Wednesday,04,2019-04,67.74,68.69,67.09,68.32,2318300,68.32,0.007966965554037309,67.67142857142856,66.5292
2019-01-31,2019,1,31,Thursday,04,2019-04,68.41,70.12,68.03,69.62,5816100,69.62,0.01902814779807871,67.78999999999999,66.56
2019-02-01,2019,2,1,Friday,04,2019-04,69.46,69.78,69.08,69.63,3117900,69.63,0.000143557978190767,67.835,66.5698
2019-02-04,2019,2,4,Monday,05,2019-05,69.41,69.63,68.88,69.41,1926200,69.41,-0.0031594657473262844,67.94214285714285,66.598
2019-02-05,2019,2,5,Tuesday,05,2019-05,69.7,69.7,66.8,66.85,5001100,66.85,-0.036882366415805,67.92142857142856,66.6036
2019-02-06,2019,2,6,Wednesday,05,2019-05,66.8,67.3,66.54,66.94,4334500,66.94,0.0013463570581830897,67.93928571428572,66.60679999999999
2019-02-07,2019,2,7,Thursday,05,2019-05,68.0,68.46,65.56,68.28,7554600,68.28,0.020017871063920945,68.08428571428571,66.631
2019-02-08,2019,2,8,Friday,05,2019-05,67.64,68.47,66.95,68.38,4129500,68.38,0.0014645353823792284,68.18571428571428,66.6488
2019-02-11,2019,2,11,Monday,06,2019-06,68.17,69.18,68.0,68.44,2644100,68.44,0.0008775254518642583,68.30071428571428,66.6678
2019-02-12,2019,2,12,Tuesday,06,2019-06,69.0,69.67,68.5,69.6,2630700,69.6,0.01694909397041533,68.42928571428571,66.6814
2019-02-13,2019,2,13,Wednesday,06,2019-06,69.61,69.96,68.86,69.07,4742400,69.07,-0.00761492515684381,68.45857142857143,66.6892
2019-02-14,2019,2,14,Thursday,06,2019-06,69.1,70.52,69.01,70.5,3200300,70.5,0.020703638504329325,68.60285714285715,66.7302
2019-02-15,2019,2,15,Friday,06,2019-06,70.65,72.07,70.43,72.05,5711300,72.05,0.021985858890181786,68.91928571428572,66.8152
2019-02-19,2019,2,19,Tuesday,07,2019-07,72.01,72.86,71.76,72.52,3672800,72.52,0.006523158520492567,69.25785714285713,66.9342
2019-02-20,2019,2,20,Wednesday,07,2019-07,72.46,73.08,72.17,72.75,4476900,72.75,0.0031715853223992507,69.57428571428571,67.0432
2019-02-21,2019,2,21,Thursday,07,2019-07,72.57,73.76,72.39,73.41,4561200,73.41,0.009072215286726859,69.845,67.19760000000001
2019-02-22,2019,2,22,Friday,07,2019-07,73.8,74.06,72.97,73.2,2522000,73.2,-0.0028607370030084844,70.1,67.347
2019-02-25,2019,2,25,Monday,08,2019-08,73.37,73.53,72.62,73.05,2400400,73.05,-0.00204909703193612,70.36,67.4974
2019-02-26,2019,2,26,Tuesday,08,2019-08,71.44,72.97,71.25,72.53,2915400,72.53,-0.007118470235962904,70.76571428571428,67.626
2019-02-27,2019,2,27,Wednesday,08,2019-08,72.13,72.53,71.77,72.12,2742600,72.12,-0.005652778706951689,71.13571428571427,67.74119999999999
2019-02-28,2019,2,28,Thursday,08,2019-08,72.08,72.7,71.92,72.21,3072600,72.21,0.0012478693075881342,71.41642857142857,67.8724
2019-03-01,2019,3,1,Friday,08,2019-08,72.39,72.6,71.78,72.34,1883600,72.34,0.0018002666537344503,71.69928571428571,68.023
2019-03-04,2019,3,4,Monday,09,2019-09,72.24,72.34,71.28,71.65,2439400,71.65,-0.009538220167842448,71.92857142857143,68.1604
2019-03-05,2019,3,5,Tuesday,09,2019-09,71.75,71.98,71.28,71.41,1725600,71.41,-0.00334958630367721,72.05785714285715,68.2912
2019-03-06,2019,3,6,Wednesday,09,2019-09,71.41,71.6,69.99,70.78,4375400,70.78,-0.008822361721104177,72.18,68.4216
